Citation_title,Citation_complete
Nymph of Thraulodes speciosus Traver with notes on a symbiotic chironomid,"Mayo, V. K. 1969. Nymph of Thraulodes speciosus Traver with notes on a symbiotic chironomid. The Pan-Pacific Entomologist 45(2):103-112."
Nymphs and eggs of Alloperla natchez and Haploperla chukcho,"Brown, L. D., and B. P. Stark. 1995. Nymphs and eggs of Alloperla natchez and Haploperla chukcho (Plecoptera: Chloroperlidae). Journal of the Kansas Entomological Society 68(1):120-125."
Nymphs and imagoes of four North American species of Procloeon Bengtsson,"Lowen, R. G., and J. F. Flannagan. 1992. Nymphs and imagoes of four North American species of Procloeon Bengtsson with descriptions of a new species (Ephemeroptera, Baetidae). The Canadian Entomologist 124:97-108."
Nymphs of Diploperla,"Kondratieff, B. C., R. F. Kirchner, and J. R. Voshell. 1981. Nymphs of Diploperla. Annals of the Entomological Society of America 74:428-430."
Nymphs of North American Perlodinae genera (Plecoptera: Perodidae),"Stewart, K. W., and B. P. Stark. 1984. Nymphs of North American Perlodinae genera (Plecoptera: Perodidae). Great Basin Naturalist 44(3):373-415."
Nymphs of North American Stonefly Genera,"Stewart, K. W., and B. P. Stark. 2002. Nymphs of North American Stonefly Genera (Plecoptera), 2nd edition. The Caddis Press, Columbus, OH."
Nymphs of the stonefly genus Taeniopteryx (Plecoptera: Taeniopterygidae),"Fullington, K. E., and K. W. Stewart. 1980. Nymphs of the stonefly genus Taeniopteryx (Plecoptera: Taeniopterygidae). Journal of the Kansas Entomological Society 53(2):237-259."
Observations of the biology of Tricorythodes atratus McDunnough,"Hall, R. J., L. Berner, and E. F. Cook. 1975. Observations of the biology of Tricorythodes atratus McDunnough (Ephemeroptera: Tricorythidae). Proceedings of the Entomological Society of Washington 77(1):34-49."
Observations on the biology and laboratory rearing of Pseudostenophylax edwardsi (Trichoptera: Limne,"Anderson, N. H. (1974). ""Observations on the biology and laboratory rearing of Pseudostenophylax edwardsi (Trichoptera: Limnephilidae)."" Canadian Journal of Zoology 52: 7-13."
Observations on the emergence of two species of stoneflies,"Hales, D. C., and A. R. Gaufin. 1971. Observations on the emergence of two species of stoneflies. Entomological News 82:107-109."
Observations on the life Histories and Biology of Ephemeroptera and Plecoptera,"Barton, D. R. 1980. Observations on the life Histories and Biology of Ephemeroptera and Plecoptera in Northeastern Alberta. Aquatic Insects 2:97-111."
Ontogenic changes in prey consumption by the stonefly Paragnetina media,"Duvall, C. J., and D. D. Williams. 2000. Ontogenic changes in prey consumption by the stonefly Paragnetina media in relation to temporal variation in prey nutrient content. Canadian Journal of Zoology 78:748-763."
Over-Winter Occurence and Maturation of Gonads in adult Psychoglypha subborealis (Banks),"Ellis, R. J. 1978. Over-Winter Occurence and Maturation of Gonads in adult Psychoglypha subborealis (Banks) and Glyphopsyche irrorata (Fabricius). The Pan-Pacific Entomologist 54(3):178-180."
"Paraleptophlebia calcarica, n. sp. (Ephemeroptera: Leptophlebiidae) from Western Arkansas","Robotham, C. D., and R. T. Allen. 1988. Paraleptophlebia calcarica, n. sp. (Ephemeroptera: Leptophlebiidae) from Western Arkansas. Journal of the Kansas Entomological Society 61(3):317-320."
Parthenogenesis in caddisflies (Trichoptera),"Corbet, P. S. (1966). ""Parthenogenesis in caddisflies (Trichoptera)."" Canadian Journal of Zoology 44: 981-982."
Parthenogenesis in the burrowing mayfly Hexagenia rigida,"Friesen, M. K., and J. F. Flannagan. 1976. Parthenogenesis in the burrowing mayfly Hexagenia rigida (Ephemeroptera). Canadian Entomologist 108:1295."
Parthenogenesis in the mayfly Stenonema fermoratum (Say) (Ephemeroptera: Heptageniidae),"McCafferty, W. P., and B. L. Huff, Jr. 1974. Parthenogenesis in the mayfly Stenonema fermoratum (Say) (Ephemeroptera: Heptageniidae). Entomological News 85(March):76-80."
Path and spatial learning in a stonefly nymph.,"Feltmate, B. W. 1991. Path and spatial learning in a stonefly nymph. Oikos 60:64-68."
Patterns in the distribution of heptageniid (Ephem,"Whiting, E. R., and J. W. Sheard. 1990. Patterns in the distribution of heptageniid (Ephemeroptera) species in Saskatchewan, Canada. Freshwater Biology 24:143-157."
"Perlesta etnieri (Plecoptera: Perlidae), a new species of stonefly from Tennessee","Kondratieff, B. C., and R. F. Kirchner. 2002. Perlesta etnieri (Plecoptera: Perlidae), a new species of stonefly from Tennessee. Proceedings of the Entomological Society of Washington 104(1):51-55."
"Perlesta golconda (Plecoptera: Perlidae), a new stonefly species from Illinois","Dewalt, R. E., B. P. Stark, and M. A. Harris. 1998. Perlesta golconda (Plecoptera: Perlidae), a new stonefly species from Illinois. Entomological News 109(5):315-317."
"Perlesta placida (Hagen), an eastern nearctic species complex (Plecoptera: Perlidae)","Stark, B. P. 1989. Perlesta placida (Hagen), an eastern nearctic species complex (Plecoptera: Perlidae). Entomologica scandinavica 20:263-286."
"Perlesta xube, a new stonefly species from Nebraska (Plecoptera: Perlidae)","Stark, B. P., and H. A. Rhodes. 1997. Perlesta xube, a new stonefly species from Nebraska (Plecoptera: Perlidae). Entomological News 108(2):92-96."
Perlid stoneflies in an Appalacian Drainage: A multivariate approach to mapping stream communities.,"Sheldon, A. L. 1985. Perlid stoneflies in an Appalacian Drainage: A multivariate approach to mapping stream communities. The American Midland Naturalist 113(2):334-342."
Perlodidae (Plecoptera) of Wisconsin.,"Hilsenhoff, W. L., and S. J. Billmyer. 1973. Perlodidae (Plecoptera) of Wisconsin. The Great Lakes Entomologist 6(1):1-14."
Personal Communication - Parameletus columbiae,"Edmunds, G. F., Jr. 1995. personal communication."
Phylogenetic systematics and biogeography of the Neoephemeridae,"Bae, Y. J., and W. P. McCafferty. 1998. Phylogenetic systematics and biogeography of the Neoephemeridae (Ephemeroptera: Pannota). Aquatic Insects 20(1):35-68."
Phylogeny and classification of the Baetodes complex with description of a new genus,"Lugo-Ortiz, C. R., and W. P. McCafferty. 1996. Phylogeny and classification of the Baetodes complex (Ephemeroptera: Baetidae), with description of a new genus. Journal of the North American Benthological Society 15(3):367-380."
Placement of Helopicus rickeri Stark in Hydroperla Frison (Plecoptera: Perlodidae),"Nelson, C. H. 1996. Placement of Helopicus rickeri Stark in Hydroperla Frison (Plecoptera: Perlodidae) with the description of the adult female, nymph, and egg and a cladistic analysis of Hydroperla. Proceedings of the Entomological Society of Washington"
"Plauditus grandis (Ephemeroptera: Baetidae), a new small minnow mayfly from Tennessee","Wiersema, N. A., and L. S. Long. 2000. Plauditus grandis (Ephemeroptera: Baetidae), a new small minnow mayfly from Tennessee. Entomological News 111(1):45-48."
"Plauditus texanus (Ephemeroptera: Baetidae), a new small minnow mayfly from Texas","Wiersema, N. A. 1999. Plauditus texanus (Ephemeroptera: Baetidae), a new small minnow mayfly from Texas. Entomological News 110(5):281-284."
Plecoptera and trichoptera species distribution related to environmental characteristics,"Ruse, L. P., and S. J. Herman. 2000. Plecoptera and trichoptera species distribution related to environmental characteristics of the metal-polluted Arkansas River. Western North American Naturalist 60(1):57-65."
Plecoptera nymphs of America (North of Mexico),"Claassen, P. W. 1931. Plecoptera nymphs of America (North of Mexico). Thomas Say Foundation, Springfield, IL."
"Plecoptera of Glacier National Park and Flathead River Basin, Montana","Newell, R. L., J. A. Stanford, and R. W. Baumann. 1992. Plecoptera of Glacier National Park and Flathead River Basin, Montana."
Plecoptera of the Ohio River: Community composition and species phenologies of nymphs,"Beckett, D. C. 1987. Plecoptera of the Ohio River: Community composition and species phenologies of nymphs collected near Cincinatti, Ohio. Ohio Journal of Science 87(1):41-45."
Plecoptera of Washington,"Hoppe, G. N. 1938. Plecoptera of Washington. University of Washington Publications in Biology 4(2):139-174."
Population genetic structure of two mayflies in the Delaware River drainage basin,"Sweeney, B. W., D. H. Funk, and R. L. Vannote. 1986. Population genetic structure of two mayflies (Ephemerella subvaria, Eurylophella verisimilis) in the Delaware River drainage basin. Journal of the North American Benthological Society 5(4):253-262."
Population genetics of the burrowing mayfly Dolania americana: geographic variation and the presence,"Sweeney, B. W., and D. H. Funk. 1991. Population genetics of the burrowing mayfly Dolania americana: geographic variation and the presence of a cryptic species. Aquatic Insects 13(1):17-27."
"Position of ""Leuctra"" divisa Hitchcock within the family Leuctridae (Plecoptera)","Nelson, C. H. 1977. Position of ""Leuctra"" divisa Hitchcock within the family Leuctridae (Plecoptera). Entomological News 88(9, 10):235-240."
Post embryological development of Ephemeroptera (Mayflies). External characteristics only,"Ide, F. P. 1935. Post embryological development of Ephemeroptera (Mayflies). External characteristics only. Canadian Journal of Research 12:433-478."
"Postdiapause instar discrimination and life history of the Capniid Stonefly, Allocapnia granulata","Finni, G. R. 1977. Postdiapause instar discrimination and life history of the Capniid Stonefly, Allocapnia granulata (Claassen) (Insecta: Plecoptera). The American Midland Naturalist 98(1):243-250."
Postmolt susceptibility of Ephemerella larvae to predatory stoneflies:,"Soluk, D. A. 1990. Postmolt susceptibility of Ephemerella larvae to predatory stoneflies: constraints on defensive armour. Oikos 58:336-342."
"Predaceous Diving Beetles (Coleoptera: Dytiscidae) of the Nearctic Region, with emphasis on the fau","Larson, D. J., Y. Alarie, et al. (2000). Predaceous Diving Beetles (Coleoptera: Dytiscidae) of the Nearctic Region, with emphasis on the fauna of Canada and Alaska. Ottawa, Ontario, Canada, NRC Research Press."
Predator-prey interactions in a stream: a combined field and laboratory study,"Feltmate, B. W. 1987. Predator-prey interactions in a stream: a combined field and laboratory study of Paragnetina media (Plecoptera) and Hydropsyche sparna (Trichoptera). Canadian Journal of Zoology 65:448-451."
Preliminary checklist of Utah Caddisflies (Trichoptera),"Baumann, R. W., and J. D. Unzicker. 1981. Preliminary checklist of Utah Caddisflies (Trichoptera). Encyclia 58:25-29."
Prey Selection by Freshwater Predators with different Foraging Strategies.,"Cooper, S. D., D. W. Smith, and J. R. Bence. 1985. Prey Selection by Freshwater Predators with different Foraging Strategies. Canadien Journal of Fisheries and Aquatic Science 42:1720-1732."
"Procloeon viridocularis from MI and PA, new range extensions with comments on the species","Waltz, R. D., and J. B. Munro. 1996. Procloeon viridocularis (Ephemeroptera: Baetidae) from Michigan and Pennsylvania, new range extensions with comments on the species. Entomological News 107(3):166-168."
Production of Hexagenia limbata (Serville) and Eph,"Heise, B.A., J. F. Flannagan, and T.D. Galloway. 1988.  Production of Hexagenia limbata (Serville) and Ephemera simulans Walker (Ephemeroptera) in Dauphin Lake, Manitoba, with a note on weight loss due to preservatives. Canadian Journal of Fisheries and A"
Productivity and distribution of Trichoptera Larvae in a Colorado Mountain Stream.,"Mecom, J. O. 1972. Productivity and distribution of Trichoptera Larvae in a Colorado Mountain Stream. Hydrobiologia 40(2):151-176."
"Protoptila morettii, a new caddisfly species from the southeastern United States","Morse, J. C. 1988. Protoptila morettii (Trichoptera: Glossosomatidae), a new caddisfly species from the southeastern United States. River Idrobiology 27:2-3."
Pseudogoerinae: a new subfamily of Odontoceridae (Trichoptera).,"Wallace, J. B. and H. H. Ross (1971). ""Pseudogoerinae: a new subfamily of Odontoceridae (Trichoptera)."" Annals Entomological Society of America 64(4): 890-894."
Range extension and new state record for Arthroplea bipunctata,"McElravy, E. P., and B. A. Foote. 1974. Range extension and new state record for Arthroplea bipunctata (McDunnough) (Ephemeroptera: Heptageniidae)."
"Raptoheptagenia cruentata, gen. nov. (Ephemeroptera:Heptageniidae) new association of the larvae","Whiting, E. R., and D. M. Lehmkuhl. 1987. Raptoheptagenia cruentata, gen. nov. (Ephemeroptera:Heptageniidae), new association of the larva previously thought to be Anepeorus with the adult of Heptagenia cruentata Walsh. The Canadian Entomologist 119(5):40"
Reactions of certain nymphs of Stenonema (Ephemeroptera) to light as related to habitat preference,"Lyman, F. E. 1945. Reactions of certain nymphs of Stenonema (Ephemeroptera) to light as related to habitat preference. Annals of the Entomological Society of America 38(2):234-236."
"Rearing the caddice fly, Limnephilus indivisus Walker and its parasite Hemiteles","Mickel, C. E., and H. E. Milliron. 1939. Rearing the caddice fly, Limnephilus indivisus Walker and its parasite Hemiteles biannulatus Grav. Annals Entomological Society of America 32:575-580."
